ID_PENJUALAN,TANGGAL,KODE_BARANG,NAMA_BARANG,QTY,HARGASATUAN,UTILITY
35222,2010-07-11 21:10:40,4303447,PANTENE SHP NS 90ML/,1.0,8000.0,8000.0
35222,2010-07-11 21:10:40,0040387,OOPS ENERGY SUSU 150G,1.0,3500.0,3500.0
4555,2010-01-01 00:00:00,0130054,HEMART 1000ML/REFF,1.0,9300.0,9300.0
4555,2010-01-01 00:00:00,006019,GULA PASIR 1KG,1.0,9800.0,9800.0
4555,2010-01-01 00:00:00,0230192,BOOM PUTIH 500,1.0,1900.0,1900.0
4555,2010-01-01 00:00:00,0290108,BAYGON BAKAR JUM LVD 5S,1.0,2750.0,2750.0
4555,2010-01-01 00:00:00,0230032,BOOM 550G,1.0,4000.0,4000.0
4555,2010-01-01 00:00:00,0040330,OREO SOFT CAKE 14G,1.0,1000.0187,1000.0187
4555,2010-01-01 00:00:00,0200025,YUPI ROLLETO MIX 12,1.0,500.0,500.0
4555,2010-01-01 00:00:00,0040158,ROMA MALKIST CRACKERS150G,1.0,3500.0,3500.0
16580,2010-08-09 23:12:12,0210066,BINTANG BUANA FILTER 12S,1.0,4900.0,4900.0
9456,2010-01-01 00:00:00,0210066,BINTANG BUANA FILTER 12S,1.0,4800.168,4800.168
9710,2010-01-01 00:00:00,0070685,SOFTEX MATERNITY 30X10S,1.0,11700.0,11700.0
9710,2010-01-01 00:00:00,006019,GULA PASIR 1KG,1.0,9800.0,9800.0
9710,2010-01-01 00:00:00,0240420,LIFEBUOY SHP HF 90ML,1.0,4900.0,4900.0
9710,2010-01-01 00:00:00,0120266,FRUTAMIN STROWBERY200ML,1.0,800.0,800.0
16580,2010-08-09 23:12:12,0100831,VIVA HB MOISTURIZER 100ML,1.0,2475.0,2475.0
16580,2010-08-09 23:12:12,0240133,PEPSODENT 75G,1.0,3000.0,3000.0
7735,2010-08-08 07:50:33,0340044,WALLS POPULAIRE CHO 90ML,1.0,3000.0,3000.0
7735,2010-08-08 07:50:33,0040136,TRENZ PISANG KEJU 75G,1.0,3900.0,3900.0
7735,2010-08-08 07:50:33,0040137,TRENZ KACANG 75G,1.0,3900.0,3900.0
30098,2010-01-01 00:00:00,042007,WALLS CORNETTO DISC VANILLA,1.0,6000.0,6000.0
9457,2010-01-01 00:00:00,0210030,DJARUM SUPER 12S,1.0,8500.016,8500.016
7390,2010-06-08 22:38:37,0120058,YOU C1000 ORANGE 140ML,1.0,4500.14,4500.14
7390,2010-06-08 22:38:37,0210022,SAMPOERNA AMILD 16S,1.0,10000.32,10000.32
7390,2010-06-08 22:38:37,0210008,GUDANG GARAM SURYA 16S,1.0,10500.0,10500.0
7390,2010-06-08 22:38:37,0120072,KRATINGDAENG 150ML,1.0,3500.0,3500.0
27033,2010-10-10 06:15:45,0210064,SURYA PROMILD 16S,1.0,7300.091,7300.091
27033,2010-10-10 06:15:45,0300077,BENDERA SKM COKLAT385G,1.0,6800.0,6800.0
41169,2010-01-01 00:00:00,0330020,AQUA GALON 19L,1.0,10000.29,10000.29
30993,2010-01-01 00:00:00,4303475,CLEVO COKLAT UHT 125ML,1.0,2000.0,2000.0
7736,2010-08-08 08:10:38,0240199,KODOMO RS JERUK 45GR,1.0,3307.0,3307.0
27152,2010-10-10 15:26:14,0240566,FORMULA JUNIOR VM ORANGE50G,1.0,3250.0,3250.0
18716,2010-01-01 00:00:00,0210058,SURYA SLIM MERAH 16S,1.0,9000.0,9000.0
14898,2010-03-09 21:17:18,0240151,SUNSILK SHP CL&FR 90ML,1.0,6500.0,6500.0
30591,2010-01-01 00:00:00,0120090,FRUIT TEA GUAVA 200ML,1.0,2000.0,2000.0
4557,2010-01-01 00:00:00,0240480,CUSSONS IMPER L CLAS80G,1.0,2000.0,2000.0
9458,2010-01-01 00:00:00,0210072,COUNTRY MERAH 20S,1.0,7700.0,7700.0
18103,2010-12-09 21:49:20,0070797,CHOKI-CHOKI 2 RASA,1.0,2400.0,2400.0
16960,2010-09-09 19:40:43,0210007,GUDANG GARAM SURYA PREMIUM 12S,1.0,8000.0,8000.0
7737,2010-08-08 08:13:20,0330020,AQUA GALON 19L,1.0,9997.5,9997.5
18822,2010-01-01 00:00:00,0280208,LEO KERIPIK KNTNG AYAM16G,1.0,1000.0,1000.0
18822,2010-01-01 00:00:00,028371,LEO RUMPUT LAUT,1.0,1000.0,1000.0
18822,2010-01-01 00:00:00,0070746,PLASTIK APOLO 74,1.0,1681.66,1681.66
18822,2010-01-01 00:00:00,0070786,PLASTIK KRESEK APOLO 57 KNG TGG,1.0,2280.0,2280.0
6178,2010-02-08 17:18:04,0340009,WALLS FEAST VANILLA65ML,1.0,3000.0,3000.0
6178,2010-02-08 17:18:04,0240099,LUX SOFT KISS PINK90G,1.0,1650.0,1650.0
23269,2010-01-01 00:00:00,0210066,BINTANG BUANA FILTER 12S,1.0,4900.0,4900.0
16582,2010-08-09 23:19:32,0210030,DJARUM SUPER 12S,1.0,8500.0,8500.0
23269,2010-01-01 00:00:00,0210009,GUDANG GARAM FILTER 12S,1.0,8500.0,8500.0
23269,2010-01-01 00:00:00,0210032,DJARUM 76 12S,1.0,5800.0,5800.0
16268,2010-07-09 22:20:27,006021,GULA PASIR 1/2 KG,1.0,5000.0,5000.0
23269,2010-01-01 00:00:00,0070746,PLASTIK APOLO 74,1.0,1700.0,1700.0
4558,2010-01-01 00:00:00,0210045,LA LIGHTS MENTHOL 16S,1.0,9407.364,9407.364
9459,2010-01-01 00:00:00,0210024,DJI SAM SOE KRETEK 12,1.0,9500.0,9500.0
20817,2010-01-01 00:00:00,0070735,GAS 3KG,1.0,12999.99,12999.99
18104,2010-12-09 21:51:39,007468,FEMINA NEW,1.0,1000.0,1000.0
7392,2010-06-08 22:41:14,0240134,PEPSODENT 190G,1.0,6000.0,6000.0
10243,2010-01-01 00:00:00,0210013,CLAS MILD 12S,1.0,6899.98,6899.98
10243,2010-01-01 00:00:00,0160426,CB CUTTON BUDS 100S/R,1.0,909.12,909.12
7738,2010-08-08 08:31:12,0330020,AQUA GALON 19L,1.0,9997.5,9997.5
10243,2010-01-01 00:00:00,00003,KOREK API SUPER MATCH,1.0,143.75,143.75
6180,2010-02-08 17:26:25,0020002,GILLETTE GOAL SP 5+1,1.0,8300.0,8300.0
16961,2010-09-09 19:43:09,0120374,NU GREEN TEA ORIGINAL330ML,1.0,3500.0,3500.0
31651,2010-01-01 00:00:00,0210027,MARLBORO FILTER MERAH20S,1.0,11000.0,11000.0
7739,2010-08-08 08:50:41,00430051,GINGERBON  PEANUT 125G,1.0,3900.0,3900.0
9712,2010-01-01 00:00:00,0120288,ENERGEN VANILA 30G/S,1.0,1000.0,1000.0
9712,2010-01-01 00:00:00,0280254,TARO NET SEAWEED 10G,1.0,1000.0,1000.0
30992,2010-01-01 00:00:00,0330020,AQUA GALON 19L,1.0,10000.29,10000.29
16269,2010-07-09 22:25:57,0300077,BENDERA SKM COKLAT385G,1.0,6800.0,6800.0
6182,2010-02-08 17:40:10,0120058,YOU C1000 ORANGE 140ML,1.0,4500.14,4500.14
7394,2010-06-08 22:45:34,0200042,STATION RS CHO/SAK,1.0,2750.0,2750.0
30992,2010-01-01 00:00:00,0120086,ALE ALE ORANGE200ML,1.0,800.0,800.0
30992,2010-01-01 00:00:00,0120417,TEKITA GREEN TEA 200ML,1.0,800.0,800.0
30992,2010-01-01 00:00:00,0120380,TEKITA APPLE 200ML,1.0,700.0,700.0
10244,2010-01-01 00:00:00,0210008,GUDANG GARAM SURYA 16S,1.0,10500.0,10500.0
50476,2010-01-01 00:00:00,0040032,TANGO WFR TIRAMISU 171G,1.0,7281.0,7281.0
14901,2010-03-09 21:33:01,0070860,AGUARIA BOX 240ML,1.0,14500.0,14500.0
18717,2010-01-01 00:00:00,016779,MAMY POKO M9 PANTS,1.0,16250.0,16250.0
32261,2010-01-01 00:00:00,430210,DAVOS,1.0,1000.0,1000.0
9460,2010-01-01 00:00:00,0210070,RED MILD 16S,1.0,6265.7244,6265.7244
27035,2010-10-10 06:27:15,0330012,AQUA 1500ML 12 D 5500,1.0,3000.0,3000.0
6183,2010-02-08 17:40:34,0330020,AQUA GALON 19L,1.0,9997.5,9997.5
27396,2010-11-10 09:41:16,0340001,WALLS PADDLE P TRICO60ML,1.0,1500.0,1500.0
16586,2010-08-09 23:27:42,0210015,U MILD 16S,1.0,7000.0,7000.0
16270,2010-07-09 22:26:53,0210066,BINTANG BUANA FILTER 12S,1.0,4900.0,4900.0
16962,2010-09-09 19:44:46,0250025,ABC SARDINES TOMAT425G,1.0,10143.0,10143.0
20818,2010-01-01 00:00:00,0330012,AQUA 1500ML 12 D 5500,1.0,2968.7,2968.7
4560,2010-01-01 00:00:00,0120309,YAKULT,1.0,1300.0,1300.0
10245,2010-01-01 00:00:00,0210062,GUDANG GARAM PROFS 16S,1.0,9000.138,9000.138
22328,2010-01-01 00:00:00,430186,ROD'S MILD 16,1.0,5500.0,5500.0
9461,2010-01-01 00:00:00,0120048,BUAVITA MINI MANGO125ML,1.0,1952.5,1952.5
15992,2010-07-09 10:43:49,0210008,GUDANG GARAM SURYA 16S,1.0,10500.0,10500.0
10246,2010-01-01 00:00:00,0211234,SAMPOERNA KRETEK 12S,1.0,6400.0,6400.0
18718,2010-01-01 00:00:00,0160009,CB HLT CARE PWD 50G,1.0,2400.0,2400.0
16272,2010-07-09 22:34:11,0070735,GAS 3KG,1.0,12999.99,12999.99
11562,2010-01-01 00:00:00,0080206,MARJAN RS BUAH BUAHAN630ML,1.0,13837.4072,13837.4072
11562,2010-01-01 00:00:00,430197,BISKITOP BISCUIT COKLAT 350G,1.0,14250.0,14250.0
7396,2010-06-08 23:00:23,0210066,BINTANG BUANA FILTER 12S,1.0,4800.168,4800.168
40800,2010-01-01 00:00:00,0070725,ANEKA BOGA ROTI TAWAR,1.0,3000.0,3000.0
44935,2010-04-12 09:08:38,4303747,MADU ALAM NATURAL 125ML,1.0,14000.0,14000.0
16587,2010-08-09 23:27:59,0210030,DJARUM SUPER 12S,1.0,8500.0,8500.0
18824,2010-01-01 00:00:00,0120204,FRESTEA FRUTCY APL500ML,1.0,5000.0,5000.0
20819,2010-01-01 00:00:00,0070725,ANEKA BOGA ROTI TAWAR,1.0,3000.0,3000.0
29742,2010-01-01 00:00:00,007828,MURNI RASA EGG ROLL,1.0,5000.0,5000.0
29742,2010-01-01 00:00:00,0300093,BENDERA COKLAT 190ML/BTL,1.0,2500.0,2500.0
4561,2010-01-01 00:00:00,0340042,WALLS MOO STICK 55G,1.0,2900.0,2900.0
10247,2010-01-01 00:00:00,0210038,DJARUM BLACK 16S,1.0,9500.28,9500.28
29742,2010-01-01 00:00:00,4303431,YOWIE PERMEN LOLLI,1.0,500.0,500.0
9462,2010-01-01 00:00:00,0230012,SUNLIGHT LEMON 200ML/R,1.0,2450.0,2450.0
33285,2010-01-11 11:42:30,0070752,PLASTIK ROCKET 1 KG,1.0,2200.0,2200.0
9715,2010-01-01 00:00:00,0210068,NEO MILD 16S,1.0,6500.0,6500.0
31850,2010-01-01 00:00:00,0330016,CLUB 1500ML,1.0,2500.0,2500.0
16274,2010-07-09 22:42:25,0210066,BINTANG BUANA FILTER 12S,1.0,4900.0,4900.0
7397,2010-06-08 23:00:40,0210030,DJARUM SUPER 12S,1.0,8500.016,8500.016
18105,2010-12-09 21:52:08,0210066,BINTANG BUANA FILTER 12S,1.0,4900.0,4900.0
11563,2010-01-01 00:00:00,0070708,WALLS MOO MINI 35ML,1.0,1500.0,1500.0
16964,2010-09-09 19:46:12,0170003,SUPER PELL PL AP400ML/R,1.0,3300.0,3300.0
18825,2010-01-01 00:00:00,0210030,DJARUM SUPER 12S,1.0,8500.0,8500.0
14902,2010-03-09 21:34:59,0070480,PASEO SMART  PERFUMED,1.0,1000.0,1000.0
4563,2010-01-01 00:00:00,0240637,ASEPSO +SOAP 80G,1.0,4400.0,4400.0
14902,2010-03-09 21:34:59,430277,JUSSIE FFUITY JERUK 110 ML,1.0,947.8,947.8
14902,2010-03-09 21:34:59,0330013,AQUA 330ML 24 D 5400,1.0,1200.0,1200.0
9716,2010-01-01 00:00:00,0210030,DJARUM SUPER 12S,1.0,8500.016,8500.016
10249,2010-01-01 00:00:00,0210062,GUDANG GARAM PROFS 16S,1.0,9000.138,9000.138
6186,2010-02-08 17:46:16,0330020,AQUA GALON 19L,1.0,9997.5,9997.5
6186,2010-02-08 17:46:16,0040157,ROMA KELAPA 300G,1.0,6600.1005,6600.1005
9463,2010-01-01 00:00:00,0240436,HARMONY SOAP GRN APL70G,1.0,1300.0,1300.0
9463,2010-01-01 00:00:00,029204,DOMESTOS NOMOS PROTEC 5X25G,1.0,2100.0,2100.0
34461,2010-05-11 13:33:21,0070311,SOFTEX MAXI FIT NW 8,1.0,3300.0,3300.0
9717,2010-01-01 00:00:00,0200242,OKKY JELLY DRINK JERUK 195G,1.0,800.0,800.0
26241,2010-07-10 17:31:28,0300094,BENDERA STRW 190ML/BTL,1.0,2500.0,2500.0
35223,2010-07-11 21:11:44,0210066,BINTANG BUANA FILTER 12S,1.0,4750.0,4750.0
23270,2010-01-01 00:00:00,0080026,TEH DJENGGOT BAG HJ 60G,1.0,6950.0,6950.0
25052,2010-03-10 14:18:55,0120170,FANTA STRAWBERY 250ML KLG,1.0,4000.0,4000.0
7398,2010-06-08 23:02:01,0070729,COCA COLA 1L,1.0,8500.0,8500.0
7398,2010-06-08 23:02:01,0200363,ALPENLIEBE STROWBERY41G,1.0,1950.0,1950.0
25052,2010-03-10 14:18:55,4303315,IZZI DEODORANT SWEET25ML,1.0,5800.0,5800.0
20820,2010-01-01 00:00:00,0101261,PONDS WHITE BEUTY SPF15 20G,1.0,15000.0,15000.0
25052,2010-03-10 14:18:55,0110001,MIE SEDAAP GORENG 91G,1.0,1350.0,1350.0
10251,2010-01-01 00:00:00,0230032,BOOM 550G,1.0,4800.0,4800.0
6187,2010-02-08 17:48:05,0210032,DJARUM 76 12S,1.0,5800.0,5800.0
25052,2010-03-10 14:18:55,0110036,SARIMI AYAM BAWANG 70G,1.0,1200.0,1200.0
41024,2010-01-01 00:00:00,0070727,ANEKA BOGA FLA KEJU,1.0,2500.1,2500.1
44803,2010-03-12 20:56:50,0300227,INDOMILK VANILLA 195ML,1.0,2500.0,2500.0
14903,2010-03-09 21:36:18,0270068,SGM 2 PRESINUTRI 150G,1.0,11500.0,11500.0
11564,2010-01-01 00:00:00,0330020,AQUA GALON 19L,1.0,9997.5,9997.5
9718,2010-01-01 00:00:00,0210070,RED MILD 16S,1.0,6265.7244,6265.7244
11564,2010-01-01 00:00:00,006021,GULA PASIR 1/2 KG,1.0,5000.0,5000.0
18826,2010-01-01 00:00:00,0210008,GUDANG GARAM SURYA 16S,1.0,10500.0,10500.0
20216,2010-01-01 00:00:00,0280198,SEA CRUNCH UDANG MNS15G,1.0,1000.0,1000.0
20216,2010-01-01 00:00:00,0280012,SEA CRUNCH CUMI BKR 15G,1.0,1000.0,1000.0
20216,2010-01-01 00:00:00,0280254,TARO NET SEAWEED 10G,1.0,975.0,975.0
6188,2010-02-08 17:48:47,020530,KOPIKO MINI KOPI 600 GR,1.0,18425.0,18425.0
16965,2010-09-09 19:54:33,0210024,DJI SAM SOE KRETEK 12,1.0,9500.0,9500.0
9719,2010-01-01 00:00:00,0020028,BATERAI ABC BIRU AA,1.0,1283.34,1283.34
9464,2010-01-01 00:00:00,0240134,PEPSODENT 190G,1.0,6000.0,6000.0
9464,2010-01-01 00:00:00,0100119,CITRA H&B LWHT BNG120ML,1.0,8050.0,8050.0
4567,2010-01-01 00:00:00,0210030,DJARUM SUPER 12S,1.0,8500.016,8500.016
4567,2010-01-01 00:00:00,0210055,MARLBORO LIGHTS MENTHOL20S,1.0,10726.6566,10726.6566
4567,2010-01-01 00:00:00,0200198,NANO NANO RUJAK NANAS,1.0,1300.0,1300.0
12868,2010-01-01 00:00:00,0040344,TINI WINI BITI PIZZA12G,1.0,1800.0,1800.0
6189,2010-02-08 17:50:17,020530,KOPIKO MINI KOPI 600 GR,1.0,18425.0,18425.0
7399,2010-06-08 23:06:47,0100878,BISKUAT ENERGI  59G,1.0,1291.66,1291.66
12868,2010-01-01 00:00:00,0070748,PERMEN,1.0,100.0,100.0
20216,2010-01-01 00:00:00,0210045,LA LIGHTS MENTHOL 16S,1.0,9300.0,9300.0
46681,2010-09-12 08:34:08,0120204,FRESTEA FRUTCY APL500ML,1.0,5000.0,5000.0
11582,2010-01-01 00:00:00,0210036,LA LIGHTS 16S,1.0,9300.0,9300.0
39662,2010-01-01 00:00:00,0330013,AQUA 330ML 24 D 5400,1.0,1200.0,1200.0
39662,2010-01-01 00:00:00,0210030,DJARUM SUPER 12S,1.0,8650.0,8650.0
18720,2010-01-01 00:00:00,0120077,YOU C1000 LEMON 140ML,1.0,4500.0,4500.0
6191,2010-02-08 17:52:56,020530,KOPIKO MINI KOPI 600 GR,1.0,18425.0,18425.0
9720,2010-01-01 00:00:00,0210008,GUDANG GARAM SURYA 16S,1.0,10500.0,10500.0
9465,2010-01-01 00:00:00,0210015,U MILD 16S,1.0,7000.0,7000.0
27981,2010-01-01 00:00:00,0160512,MAMY POKO M1,1.0,2700.0,2700.0
18107,2010-12-09 21:56:17,041117,PEL+TANGKAI LOBI 30CM,1.0,3500.0,3500.0
20821,2010-01-01 00:00:00,0070735,GAS 3KG,1.0,12999.99,12999.99
14904,2010-03-09 21:40:40,0120063,POCARI PET 2LT,1.0,14500.0,14500.0
14904,2010-03-09 21:40:40,0070875,SEDOTAN CAP MATA,1.0,1000.0,1000.0
23271,2010-01-01 00:00:00,0230009,SUNLIGHT LIME 90ML/R,1.0,950.0,950.0
7401,2010-06-08 23:18:45,014135,FLORA MURNI RANDU 100ML,1.0,9600.0,9600.0
27397,2010-11-10 09:46:22,0070839,PLASTIK YOBEL 1 KG,1.0,2499.24,2499.24
10253,2010-01-01 00:00:00,0270044,CERELAC BERAS MERAH 120G,1.0,6300.0,6300.0
10253,2010-01-01 00:00:00,0200345,TIM TAM LONG CHOCO VAN20G,1.0,500.0,500.0
6192,2010-02-08 17:53:29,0270084,SGM 4 COKLAT 150GR,1.0,9700.0,9700.0
27397,2010-11-10 09:46:22,4303283,REXONA WMN RO NATRL 40ML,1.0,11000.0,11000.0
9721,2010-01-01 00:00:00,0210066,BINTANG BUANA FILTER 12S,1.0,4800.168,4800.168
9466,2010-01-01 00:00:00,0210066,BINTANG BUANA FILTER 12S,1.0,4800.168,4800.168
29743,2010-01-01 00:00:00,0210054,MARLBORO BLACK MENTHOL20S,1.0,11000.0,11000.0
12869,2010-01-01 00:00:00,0340009,WALLS FEAST VANILLA65ML,1.0,3000.0,3000.0
25054,2010-03-10 14:27:46,0330003,AGUARIA 1500 ML 12 D 2400,1.0,2305.74,2305.74
12870,2010-01-01 00:00:00,0330010,AQUA 240ML,1.0,500.0,500.0
6194,2010-02-08 18:09:33,0210034,LA LIGHTS 12S,1.0,6953.544,6953.544
9467,2010-01-01 00:00:00,0210066,BINTANG BUANA FILTER 12S,1.0,4800.168,4800.168
18827,2010-01-01 00:00:00,0210074,BENTOEL BIRU 12,1.0,7200.0,7200.0
10254,2010-01-01 00:00:00,0210008,GUDANG GARAM SURYA 16S,1.0,10500.0,10500.0
4569,2010-01-01 00:00:00,006020,GULA PASIR 1/4KG,1.0,2499.9962,2499.9962
4569,2010-01-01 00:00:00,0080057,KAPAL API SPECIAL 30G/S,1.0,1800.015,1800.015
4569,2010-01-01 00:00:00,0210067,BINTANG BUANA KRETEK 12S,1.0,4200.0,4200.0
18827,2010-01-01 00:00:00,0210071,DJARUM 76 16S,1.0,7500.0,7500.0
31652,2010-01-01 00:00:00,0070816,ADES 600ML,1.0,2500.0,2500.0
4570,2010-01-01 00:00:00,013,DUNHILL MENTHOL LIGHTS,1.0,11499.5,11499.5
4387,2010-01-01 00:00:00,0210027,MARLBORO FILTER MERAH20S,1.0,10799.76,10799.76
4387,2010-01-01 00:00:00,0210022,SAMPOERNA AMILD 16S,1.0,10000.0,10000.0
4387,2010-01-01 00:00:00,0210008,GUDANG GARAM SURYA 16S,1.0,10488.85,10488.85
9469,2010-01-01 00:00:00,0210009,GUDANG GARAM FILTER 12S,1.0,8299.815,8299.815
31652,2010-01-01 00:00:00,0070718,MOTHERLAND SEMIR,1.0,6000.0,6000.0
16276,2010-07-09 22:45:01,0110001,MIE SEDAAP GORENG 91G,1.0,1313.445,1313.445
4388,2010-01-01 00:00:00,0210019,LUCKY STRIKE FILTER MERAH 20S,1.0,9200.0,9200.0
16276,2010-07-09 22:45:01,0040196,TRENZ SEAWEED FLAVOR19G,1.0,1000.0,1000.0
12871,2010-01-01 00:00:00,0340003,WALLS PADDLE CHO MAGMA 60ML,1.0,2000.0,2000.0
4389,2010-01-01 00:00:00,0210067,BINTANG BUANA KRETEK 12S,1.0,4200.0,4200.0
16276,2010-07-09 22:45:01,0110008,MIE SEDAAP AYAM BAWANG 70G,1.0,1200.0,1200.0
16276,2010-07-09 22:45:01,0120214,CAP BADAK LP 200ML,1.0,2800.0,2800.0
4390,2010-01-01 00:00:00,0210022,SAMPOERNA AMILD 16S,1.0,10000.0,10000.0
33288,2010-01-11 11:53:18,0005363,KRESEK DUA IKAN KNG KCL,1.0,1700.0,1700.0
43653,2010-01-12 00:58:01,0210036,LA LIGHTS 16S,1.0,9500.0,9500.0
14906,2010-03-09 21:47:39,0210035,LA LIGHTS MENTHOL 12S,1.0,7000.0,7000.0
43653,2010-01-12 00:58:01,0210009,GUDANG GARAM FILTER 12S,1.0,8500.0,8500.0
6195,2010-02-08 18:12:35,0330020,AQUA GALON 19L,1.0,9997.5,9997.5
16966,2010-09-09 19:59:34,0210067,BINTANG BUANA KRETEK 12S,1.0,4200.0,4200.0
7403,2010-06-08 23:31:40,0210036,LA LIGHTS 16S,1.0,9299.616,9299.616
7403,2010-06-08 23:31:40,0210009,GUDANG GARAM FILTER 12S,1.0,8300.0,8300.0
7403,2010-06-08 23:31:40,0210062,GUDANG GARAM PROFS 16S,1.0,9000.0,9000.0
16966,2010-09-09 19:59:34,0120059,POCARI KLG 330ML,1.0,4800.0,4800.0
10257,2010-01-01 00:00:00,0210027,MARLBORO FILTER MERAH20S,1.0,10800.0,10800.0
10257,2010-01-01 00:00:00,00003,KOREK API SUPER MATCH,1.0,143.75,143.75
9723,2010-01-01 00:00:00,0200363,ALPENLIEBE STROWBERY41G,1.0,1950.0,1950.0
27398,2010-11-10 09:50:39,0070743,RACUN PEMBASMI TIKUS,1.0,14999.9499,14999.9499
11583,2010-01-01 00:00:00,0240422,LIFEBUOY SHP AD 90ML,1.0,4750.0,4750.0
11583,2010-01-01 00:00:00,0070616,PONDS PURE WHT DCFF 50G,1.0,9400.0,9400.0
11583,2010-01-01 00:00:00,0330012,AQUA 1500ML 12 D 5500,1.0,2968.7,2968.7
12872,2010-01-01 00:00:00,0210013,CLAS MILD 12S,1.0,6900.0,6900.0
10259,2010-01-01 00:00:00,0210074,BENTOEL BIRU 12,1.0,6800.0,6800.0
9724,2010-01-01 00:00:00,0210031,DJARUM SUPER 16S,1.0,11000.0,11000.0
4576,2010-01-01 00:00:00,0210064,SURYA PROMILD 16S,1.0,7300.0625,7300.0625
4576,2010-01-01 00:00:00,0210021,SAMPOERNA AMILD 12S,1.0,7589.3855,7589.3855
26242,2010-07-10 17:37:16,0070507,SWALLOW DEOD ORANGE,1.0,9000.0,9000.0
9470,2010-01-01 00:00:00,0210009,GUDANG GARAM FILTER 12S,1.0,8299.815,8299.815
9470,2010-01-01 00:00:00,00003,KOREK API SUPER MATCH,1.0,143.75,143.75
30995,2010-01-01 00:00:00,0120204,FRESTEA FRUTCY APL500ML,1.0,5000.0,5000.0
20218,2010-01-01 00:00:00,0210038,DJARUM BLACK 16S,1.0,9606.32,9606.32
25057,2010-03-10 14:33:16,0210066,BINTANG BUANA FILTER 12S,1.0,4900.0,4900.0
36928,2010-12-11 23:06:43,0070262,NICE BATHROOM T ROLL,1.0,2200.0,2200.0
34462,2010-05-11 13:37:41,0070293,MODERN COTTON BUDS45S/DWS,1.0,1500.0,1500.0
36928,2010-12-11 23:06:43,0240133,PEPSODENT 75G,1.0,3000.0,3000.0
36354,2010-11-11 10:50:31,0070786,PLASTIK KRESEK APOLO 57 KNG TGG,1.0,2280.0,2280.0
16277,2010-07-09 22:46:37,0210036,LA LIGHTS 16S,1.0,9300.0,9300.0
36354,2010-11-11 10:50:31,4303482,KRESEK HD.PE. MONAS KECIL,1.0,1250.0,1250.0
22334,2010-01-01 00:00:00,0210034,LA LIGHTS 12S,1.0,7000.0,7000.0
29744,2010-01-01 00:00:00,0210058,SURYA SLIM MERAH 16S,1.0,9200.0,9200.0
45435,2010-05-12 14:50:21,0230031,DAIA LEMON 900G,1.0,9500.0,9500.0
9725,2010-01-01 00:00:00,0210024,DJI SAM SOE KRETEK 12,1.0,9500.0,9500.0
11584,2010-01-01 00:00:00,0120204,FRESTEA FRUTCY APL500ML,1.0,5000.0,5000.0
4577,2010-01-01 00:00:00,0210036,LA LIGHTS 16S,1.0,9299.616,9299.616
23274,2010-01-01 00:00:00,0210009,GUDANG GARAM FILTER 12S,1.0,8500.0,8500.0
9471,2010-01-01 00:00:00,0200195,HEXOS MINT,1.0,1200.0,1200.0
23274,2010-01-01 00:00:00,0240098,LUX WAKE ME UP BLUE85G,1.0,2000.0,2000.0
29295,2010-01-01 00:00:00,0211234,SAMPOERNA KRETEK 12S,1.0,6500.0,6500.0
6197,2010-02-08 18:14:59,0270064,SGM 1 ANANDA 150 G,1.0,11200.0,11200.0
14907,2010-03-09 21:48:01,0110029,SUPER BUBUR IKAN 44G/S,1.0,2500.0,2500.0
33289,2010-01-11 11:54:08,0330011,AQUA 600ML 24 D 11000,1.0,1500.0,1500.0
18110,2010-12-09 21:58:52,0210008,GUDANG GARAM SURYA 16S,1.0,10500.0,10500.0
31653,2010-01-01 00:00:00,430186,ROD'S MILD 16,1.0,5400.0,5400.0
9726,2010-01-01 00:00:00,0210067,BINTANG BUANA KRETEK 12S,1.0,4173.75,4173.75
6198,2010-02-08 18:16:04,0003665,KRESEK APOLLO PUTIH TGG,1.0,5175.0,5175.0
4578,2010-01-01 00:00:00,0330020,AQUA GALON 19L,1.0,10000.0,10000.0
22335,2010-01-01 00:00:00,0280338,TARO NET SEAWEED 40G,1.0,3500.0,3500.0
9473,2010-01-01 00:00:00,0210067,BINTANG BUANA KRETEK 12S,1.0,4173.75,4173.75
4579,2010-01-01 00:00:00,0210008,GUDANG GARAM SURYA 16S,1.0,10488.852,10488.852
10261,2010-01-01 00:00:00,0070720,MOTHERLAND ROTI TAWAR,1.0,5999.76,5999.76
10261,2010-01-01 00:00:00,0070714,ANEKA BOGA ROTI MANIS,1.0,1500.0,1500.0
7405,2010-06-08 23:33:54,0300080,BENDERA SKM CKLT42G/SCT,1.0,900.0,900.0
33808,2010-02-11 23:34:10,0070685,SOFTEX MATERNITY 30X10S,1.0,11500.0,11500.0
18112,2010-12-09 22:07:05,0210015,U MILD 16S,1.0,7000.0,7000.0
33808,2010-02-11 23:34:10,0230026,WING BIRU 320G,1.0,2000.0,2000.0
11585,2010-01-01 00:00:00,0070685,SOFTEX MATERNITY 30X10S,1.0,11700.0,11700.0
11585,2010-01-01 00:00:00,00200062,GILLETTE GOAL II,1.0,4000.0,4000.0
4580,2010-01-01 00:00:00,0070709,DJARUM BLACK MENTHOL,1.0,9299.945,9299.945
29296,2010-01-01 00:00:00,0210036,LA LIGHTS 16S,1.0,9500.0,9500.0
33808,2010-02-11 23:34:10,000225,MARIMAS RS JERUK SEGAR 10'S,1.0,2900.0,2900.0
