ID_PENJUALAN,KODE_BARANG,NAMA_BARANG,QTY,HARGASATUAN,Utility
1826,0200197,NANO NANO KULIT JERUK,1.0,1300.0,1300.0
4783,0210067,BINTANG BUANA KRETEK 12S,1.0,4200.0,4200.0
5947,0040043,AIM CRISPY CRAKERS 150G,1.0,4700.0,4700.0
5170,0240637,ASEPSO +SOAP 80G,1.0,4400.0,4400.0
4764,0210066,BINTANG BUANA FILTER 12S,1.0,4800.168,4800.168
1828,0070780,FRESTEA 220ML,1.0,2000.0,2000.0
4764,0210045,LA LIGHTS MENTHOL 16S,1.0,9407.364,9407.364
4764,0330007,AGUARIA CUP 240ML,1.0,500.0,500.0
4764,0200243,OKKY JELLY DRINK JAMBU195G,1.0,800.0,800.0
4764,0200244,OKKY JELLY DRINK BLACK CURRANT,1.0,800.0,800.0
5999,0070719,MOTHERLAND KOTAK/CREAM KEJU,1.0,6500.06,6500.06
9325,0200242,OKKY JELLY DRINK JERUK 195G,1.0,800.0,800.0
9325,0200244,OKKY JELLY DRINK BLACK CURRANT,1.0,777.1125,777.1125
10108,0240099,LUX SOFT KISS PINK90G,1.0,1900.0,1900.0
3859,0210022,SAMPOERNA AMILD 16S,1.0,9999.7,9999.7
5429,0210008,GUDANG GARAM SURYA 16S,1.0,10488.852,10488.852
5321,0240694,LIFEBUOY SHP TOTALP 85G,1.0,1500.0,1500.0
1831,0120508,MILKUAT COKLAT 70ML/POUCH,1.0,1000.0,1000.0
5429,0070708,WALLS MOO MINI 35ML,1.0,1500.0,1500.0
5429,0280254,TARO NET SEAWEED 10G,1.0,1000.0,1000.0
27961,006021,GULA PASIR 1/2 KG,1.0,5400.0,5400.0
4928,0070735,GAS 3KG,1.0,12999.996,12999.996
32797,0330020,AQUA GALON 19L,1.0,10000.29,10000.29
5874,0070787,CHITATO ORIGINAL 40G,1.0,3700.0,3700.0
5874,0280114,CHEETOS KEJU AMERIKA18G,1.0,1100.0,1100.0
5874,0300122,ULTRA MILK LOW PTH200ML,1.0,3300.0,3300.0
5874,0280337,CHITATO AYAM BUMBU 40G,1.0,3875.0,3875.0
1832,0180040,SO KLIN SOFT PURPL 30ML,1.0,400.0,400.0
5874,006019,GULA PASIR 1KG,1.0,9800.0,9800.0
5874,0120445,MILKUAT RS JERUK 70ML,1.0,1000.0,1000.0
5963,0240103,LUX BW VELVET TOCH100ML,1.0,5300.0,5300.0
5963,0230089,DAIA LEMON 77G/SCT,1.0,1000.0,1000.0
4930,00001,BAYGON BIRU WATERB 275ML,1.0,17000.0,17000.0
5963,007455,MODERN MODE PUF,1.0,3500.0,3500.0
5963,0040043,AIM CRISPY CRAKERS 150G,1.0,4700.0,4700.0
5322,0330003,AGUARIA 1500 ML 12 D 2400,1.0,2600.0,2600.0
4785,0210069,RED MILD MENTHOL 16S,1.0,6200.0,6200.0
4785,0210016,PALL MALL FILTER MRH20S,1.0,6193.44,6193.44
3138,0101132,PLACENTA BL PINK 600ML,1.0,9400.0,9400.0
1499,]012519,SPRITE 1L,1.0,8500.0,8500.0
1499,0120338,YOU C1000 LEMON 500ML,1.0,6000.0,6000.0
1499,0120060,POCARI PET 500ML,1.0,5600.0,5600.0
1499,0200364,YUPI GUMMY TONGUE 10G,1.0,500.0,500.0
1499,0110044,POP MIE RS AYAM BWNG 57G,1.0,2650.0,2650.0
1499,0110038,SARIMI SOTO KOYA GRH 70G,1.0,1050.0,1050.0
1499,0110034,SARIMI SOTO KOYA JERUK70G,1.0,1050.0,1050.0
1499,0110035,SARIMI SOTO KOYA PEDAS 70G,1.0,1050.0,1050.0
1499,0110036,SARIMI AYAM BAWANG 70G,1.0,950.0,950.0
3138,0100586,SPALDING POWDER 90G,1.0,5300.0,5300.0
3138,0100147,REXONA WMN ROL PASS40ML,1.0,10300.0,10300.0
3138,019239,MUSK ALYSSA ASHLEY 100,1.0,17500.0,17500.0
18745,0120077,YOU C1000 LEMON 140ML,1.0,4500.0,4500.0
23210,0210038,DJARUM BLACK 16S,1.0,9500.0,9500.0
5675,0070734,ROMA SLAI OLAI BLUEBERRY 40G,1.0,1000.0,1000.0
5675,0070591,ROMA SARI GANDUM 39 GR,1.0,1000.0,1000.0
11404,0040126,OREO CHOCO CREME137G,1.0,6300.0,6300.0
11404,0230011,SUNLIGHT LIME 200ML/R,1.0,2100.0,2100.0
5336,0210015,U MILD 16S,1.0,6999.726,6999.726
3139,0120309,YAKULT,1.0,1400.043,1400.043
11404,0340044,WALLS POPULAIRE CHO 90ML,1.0,3000.0,3000.0
5172,0340002,WALLS PADDLE P JELLY WAVE 60ML,1.0,2000.0,2000.0
5431,0210035,LA LIGHTS MENTHOL 12S,1.0,7008.454,7008.454
5431,0330010,AQUA 240ML,1.0,500.0,500.0
5521,0130018,TROPICAL 1000ML/REF,1.0,9800.0,9800.0
5521,0230046,DANGDUT JERUK 320G,1.0,2000.0,2000.0
5521,0070823,SPRITE 200ML,1.0,2000.0,2000.0
5953,024812,PEPSODENT GO DIEGO GO,1.0,3700.0,3700.0
5434,0120060,POCARI PET 500ML,1.0,6000.0,6000.0
5323,0330003,AGUARIA 1500 ML 12 D 2400,1.0,2600.0,2600.0
4986,0200244,OKKY JELLY DRINK BLACK CURRANT,1.0,800.0,800.0
4986,0070722,ANEKA BOGA PIZZA,1.0,2999.97,2999.97
23210,0120169,SPRITE 250ML KLG,1.0,4000.0,4000.0
18642,0240761,LIFEBOUY BW NATUREPURE 100ML,1.0,4800.0,4800.0
33795,0210027,MARLBORO FILTER MERAH20S,1.0,11000.0,11000.0
3988,0120061,POCARI PET 350ML,1.0,4400.0,4400.0
5262,0070778,OREO ICE CREAM 137G,1.0,5700.0,5700.0
5262,0240702,LIFEBUOY BW MILD CLEAN 60ML,1.0,2500.0,2500.0
5262,006019,GULA PASIR 1KG,1.0,9800.0,9800.0
5262,008234,TEH CAP PENDAWA LIMA 40GR,1.0,1350.0,1350.0
5262,0200336,OKKY JELLY 10PC,1.0,1000.0,1000.0
9805,0120348,MIZONE LYCHEE LEMON 500ML,1.0,3000.0,3000.0
5324,0330020,AQUA GALON 19L,1.0,9997.5,9997.5
1501,0210009,GUDANG GARAM FILTER 12S,1.0,8272.88,8272.88
4988,0210009,GUDANG GARAM FILTER 12S,1.0,8299.74,8299.74
5971,0040160,ROMA SLAI OLAI NANAS 40G,1.0,1000.0,1000.0
5971,0040159,ROMA SLAI OLAI STRW 40G,1.0,950.0,950.0
4942,0070752,PLASTIK ROCKET 1 KG,1.0,2200.0,2200.0
4942,0005363,KRESEK DUA IKAN KNG KCL,1.0,1560.0,1560.0
4942,0120309,YAKULT,1.0,1300.0,1300.0
5436,0070712,STAR MILD HIJAU 16S,1.0,8893.5,8893.5
4787,0210030,DJARUM SUPER 12S,1.0,8500.016,8500.016
4787,0070717,MOTHERLAND SOBEK SPECIAL,1.0,4999.95,4999.95
4787,0070718,MOTHERLAND SEMIR,1.0,6000.0,6000.0
5971,0330011,AQUA 600ML 24 D 11000,1.0,1490.55,1490.55
5971,0230192,BOOM PUTIH 500,1.0,1900.0,1900.0
5971,0200026,YUPI DINOLAND 12G,1.0,489.7388,489.7388
16554,0330016,CLUB 1500ML,1.0,2500.0,2500.0
1502,0210034,LA LIGHTS 12S,1.0,6900.0,6900.0
3140,0210009,GUDANG GARAM FILTER 12S,1.0,8299.74,8299.74
3140,0210071,DJARUM 76 16S,1.0,7483.87,7483.87
6011,0120060,POCARI PET 500ML,1.0,6000.0,6000.0
4990,0210009,GUDANG GARAM FILTER 12S,1.0,8299.74,8299.74
5437,0040367,BISKUAT ENERGI COKLAT 16G,1.0,484.1549,484.1549
4789,007452,RITA KPS KECNTKAN,1.0,1000.0,1000.0
4943,0250025,ABC SARDINES TOMAT425G,1.0,10200.0,10200.0
1503,0210009,GUDANG GARAM FILTER 12S,1.0,8272.88,8272.88
6011,0330013,AQUA 330ML 24 D 5400,1.0,1200.0,1200.0
5932,0230002,RINSO ANTI NODA 56G/S,1.0,1000.0,1000.0
5932,0230030,WINGS BIRU SCT 122G,1.0,1000.0,1000.0
5932,0110058,MIE ABC SELERA PDS GULAI 70G,1.0,1049.99,1049.99
5932,0110031,SUPERMI GOBANG 90G,1.0,1250.0,1250.0
5932,0110032,SUPERMI GOSO 85G,1.0,1250.0,1250.0
4991,0070578,FANTA PUTIH 250ML,1.0,2000.0,2000.0
6011,0120144,TEH KOTAK JASM200+100ML,1.0,2300.0,2300.0
14760,0070780,FRESTEA 220ML,1.0,2000.0,2000.0
1833,0130018,TROPICAL 1000ML/REF,1.0,9800.0,9800.0
1833,005193,KRUPUK UDANG SINAR JAYA ,1.0,6500.0,6500.0
10109,0300076,BENDERA SKM PUTIH GOLD 385G,1.0,8800.0,8800.0
4790,0210009,GUDANG GARAM FILTER 12S,1.0,8299.74,8299.74
11568,0210068,NEO MILD 16S,1.0,6700.0,6700.0
5438,0120249,BUAVITA MANGGA 250ML,1.0,3630.0,3630.0
12654,0210013,CLAS MILD 12S,1.0,6900.0,6900.0
14760,035055,AMPLOP BESAR POLOS,1.0,100.0,100.0
5964,0340008,WALLS FEAST CHOCO65ML,1.0,3000.0,3000.0
5964,0200245,OKKY JELLY DRINK APEL 195G,1.0,750.0,750.0
5263,0210014,STAR MILD BIRU 16S,1.0,8893.5,8893.5
5263,016,KOREK TOKAI,1.0,2000.05,2000.05
5964,0200242,OKKY JELLY DRINK JERUK 195G,1.0,800.0,800.0
3143,0210009,GUDANG GARAM FILTER 12S,1.0,8299.74,8299.74
16554,007838,MURNI RASA MAKRONI USUS,1.0,3300.0,3300.0
5523,0200245,OKKY JELLY DRINK APEL 195G,1.0,750.0,750.0
5523,0070847,CHOOEY CHOCHO,1.0,200.0,200.0
16554,0330010,AQUA 240ML,1.0,500.0,500.0
4993,0210009,GUDANG GARAM FILTER 12S,1.0,8299.74,8299.74
3144,0330020,AQUA GALON 19L,1.0,10000.0,10000.0
5377,0340001,WALLS PADDLE P TRICO60ML,1.0,1500.0,1500.0
5727,0330013,AQUA 330ML 24 D 5400,1.0,1200.0,1200.0
4995,0210055,MARLBORO LIGHTS MENTHOL20S,1.0,10726.6566,10726.6566
5525,0210022,SAMPOERNA AMILD 16S,1.0,10000.32,10000.32
4792,0210066,BINTANG BUANA FILTER 12S,1.0,4800.168,4800.168
4792,0330002,AGUARIA 600ML 24 D 6000,1.0,1500.0,1500.0
5727,0280060,IYES KORO OVEN PEDAS70G,1.0,4900.0,4900.0
5727,007830,MURNI RASA POLONG GANDUM,1.0,4000.0,4000.0
5727,007840,MURNI RASA KACANG KULIT,1.0,4200.0,4200.0
16234,0210009,GUDANG GARAM FILTER 12S,1.0,8315.9625,8315.9625
16234,0210022,SAMPOERNA AMILD 16S,1.0,10000.32,10000.32
23301,0330020,AQUA GALON 19L,1.0,10000.29,10000.29
5325,0330003,AGUARIA 1500 ML 12 D 2400,1.0,2600.0,2600.0
4944,0280015,PIATTOS AYAM 14G,1.0,1100.0,1100.0
4944,0040286,NABATI SIIP COKLAT KEJU10G,1.0,500.0125,500.0125
4944,0070696,RICHEESE NABATI PISANG WAFER KRIM KEJU 10G,1.0,500.0,500.0
5325,0070719,MOTHERLAND KOTAK/CREAM KEJU,1.0,6500.06,6500.06
5325,0070731,MOTHERLAND ROTI BROWNIES,1.0,8500.12,8500.12
36115,0330020,AQUA GALON 19L,1.0,10000.29,10000.29
4997,0210045,LA LIGHTS MENTHOL 16S,1.0,9407.36,9407.36
3146,0210070,RED MILD 16S,1.0,6200.0,6200.0
9807,0070657,VITAZONE SIRSAK LEMON350ML,1.0,2000.0,2000.0
41011,0330011,AQUA 600ML 24 D 11000,1.0,1500.0,1500.0
27106,0120204,FRESTEA FRUTCY APL500ML,1.0,5000.0,5000.0
5526,0330020,AQUA GALON 19L,1.0,9997.5,9997.5
1834,0040367,BISKUAT ENERGI COKLAT 16G,1.0,484.1549,484.1549
5929,0070759,SO NICE SOSIS AYAM,1.0,975.0,975.0
5929,0070773,YUPI ICED COLA,1.0,500.0,500.0
5929,0200364,YUPI GUMMY TONGUE 10G,1.0,500.0,500.0
3147,0210069,RED MILD MENTHOL 16S,1.0,6200.0,6200.0
4998,0330020,AQUA GALON 19L,1.0,10000.0,10000.0
1507,006020,GULA PASIR 1/4KG,1.0,2500.0,2500.0
1507,0070696,RICHEESE NABATI PISANG WAFER KRIM KEJU 10G,1.0,500.0,500.0
1507,0070770,RICHEES NABATI,1.0,500.0,500.0
1507,008235,TEH TANG BIRU 40 G,1.0,1300.0,1300.0
4945,0230037,DAIA PUTIH 900G,1.0,9500.0,9500.0
5382,0120188,FANTA STRAW 500ML/BTL,1.0,7000.0,7000.0
5528,0210027,MARLBORO FILTER MERAH20S,1.0,10778.584,10778.584
4999,0120319,M 150 MINUMAN ENERGI150ML,1.0,3000.0,3000.0
3148,0210066,BINTANG BUANA FILTER 12S,1.0,4800.168,4800.168
4946,0330020,AQUA GALON 19L,1.0,10000.0,10000.0
7238,0210021,SAMPOERNA AMILD 12S,1.0,7557.5419,7557.5419
11569,0210035,LA LIGHTS MENTHOL 12S,1.0,7000.0,7000.0
36340,4303533,KUSUMA SIRSAK 500ML,1.0,5000.0,5000.0
5441,0250024,ABC SARDINES TOMATO155G,1.0,4400.0,4400.0
5441,0160452,HUKI COTTON BUDS150S,1.0,3600.0,3600.0
12029,0210021,SAMPOERNA AMILD 12S,1.0,7600.0,7600.0
3149,0210009,GUDANG GARAM FILTER 12S,1.0,8299.74,8299.74
5327,000222,LEO LORENG STIK 18G,1.0,1100.0,1100.0
12029,016,KOREK TOKAI,1.0,1923.12,1923.12
4947,0170003,SUPER PELL PL AP400ML/R,1.0,3400.0,3400.0
5529,0200505,SUGUS JUMBO YOGURT STRW91G,1.0,3000.0,3000.0
15983,0101229,CITRA HAZ LASTING COOL SNOW40G,1.0,9400.0,9400.0
5973,016,KOREK TOKAI,1.0,2000.05,2000.05
5973,0351004,D-R PREMIUM SPMC GUNTING,1.0,2700.0,2700.0
5966,0070708,WALLS MOO MINI 35ML,1.0,1500.0,1500.0
3150,0210027,MARLBORO FILTER MERAH20S,1.0,10799.76,10799.76
5966,0120070,KIRANTI DATANG BLN 150ML,1.0,3364.55,3364.55
1509,'0210028,MARLBORO FILTER MENTHOL20S,1.0,10800.0,10800.0
1509,0210022,SAMPOERNA AMILD 16S,1.0,9999.7,9999.7
5002,0210030,DJARUM SUPER 12S,1.0,8500.016,8500.016
5264,0170021,CLING BIRU 425ML/B,1.0,7700.0,7700.0
5264,0240558,BIORE BF MENS WHITE100ML,1.0,5100.0,5100.0
5995,0210027,MARLBORO FILTER MERAH20S,1.0,10778.584,10778.584
5995,0180066,RAPIKA LAVENDER 450ML/R,1.0,3376.0,3376.0
3300,0070708,WALLS MOO MINI 35ML,1.0,1500.0,1500.0
3300,042006,WALLS CORNETTO DISC CHOCOLATE,1.0,6000.0,6000.0
4794,0110045,POP MIE RS BASO SP57G,1.0,2650.0,2650.0
4794,0120214,CAP BADAK LP 200ML,1.0,2800.0,2800.0
4794,0270082,SGM 4 MADU 300GR,1.0,18400.0,18400.0
5995,0040195,TRENZ GLAZE  HOT & SPICY19G,1.0,1000.0,1000.0
5995,0040196,TRENZ SEAWEED FLAVOR19G,1.0,1000.0,1000.0
5995,0230180,EKONOMI 500K 300G,1.0,2000.0,2000.0
5995,0240735,CLEAR SHP SOFT&SHINY 90ML,1.0,7700.0,7700.0
5218,0120170,FANTA STRAWBERY 250ML KLG,1.0,3999.9083,3999.9083
5218,0120204,FRESTEA FRUTCY APL500ML,1.0,4460.0939,4460.0939
5218,0280069,MAYASI HOT SENZA 70G,1.0,5300.0,5300.0
5218,0040205,BISKUAT BOLU CHOCO18G,1.0,1000.0,1000.0
5218,0100879,BISKUAT BOLU RS PANDAN16G,1.0,900.0,900.0
4948,0120266,FRUTAMIN STROWBERY200ML,1.0,800.0,800.0
14761,0330020,AQUA GALON 19L,1.0,10000.0,10000.0
15983,0240412,PEPSODENT 120G,1.0,3900.0,3900.0
18746,430098,PLASTIK SUPER PUMA 1KG,1.0,3500.0,3500.0
5729,007840,MURNI RASA KACANG KULIT,1.0,4200.0,4200.0
5729,0120348,MIZONE LYCHEE LEMON 500ML,1.0,2650.0,2650.0
4795,0210068,NEO MILD 16S,1.0,6457.5,6457.5
5976,0120348,MIZONE LYCHEE LEMON 500ML,1.0,2650.0,2650.0
3152,042006,WALLS CORNETTO DISC CHOCOLATE,1.0,6000.0,6000.0
3152,0070708,WALLS MOO MINI 35ML,1.0,1500.0,1500.0
5003,0040178,GERY WAFELATOS 20G,1.0,1000.0375,1000.0375
1835,0040367,BISKUAT ENERGI COKLAT 16G,1.0,484.1549,484.1549
3302,0240133,PEPSODENT 75G,1.0,2350.0,2350.0
3987,0160012,CB NAT CR PWD 100G,1.0,4600.0,4600.0
3987,0240134,PEPSODENT 190G,1.0,6000.0,6000.0
4949,0330020,AQUA GALON 19L,1.0,10000.0,10000.0
4797,0210027,MARLBORO FILTER MERAH20S,1.0,10799.76,10799.76
7239,0330020,AQUA GALON 19L,1.0,9997.5,9997.5
4951,0270075,SGM 3 MADU 150GR,1.0,10499.7475,10499.7475
27003,0070729,COCA COLA 1L,1.0,8500.0,8500.0
18643,0330020,AQUA GALON 19L,1.0,10000.29,10000.29
37823,0070743,RACUN PEMBASMI TIKUS,1.0,15000.0,15000.0
3153,0050034,ABC SAMBAL ASLI 140ML,1.0,3900.0,3900.0
3153,0070768,MONDE PIE BISCUIT 190G,1.0,4800.0,4800.0
1515,0210027,MARLBORO FILTER MERAH20S,1.0,10778.584,10778.584
5977,0280383,CHEETOS JAGUNG BAKAR 48G,1.0,2200.0,2200.0
4799,0210066,BINTANG BUANA FILTER 12S,1.0,4800.168,4800.168
5265,005188,BANGO 85ML,1.0,1700.0,1700.0
5265,006021,GULA PASIR 1/2 KG,1.0,5000.0,5000.0
16948,430295,RADJA WAFER STICK 280G,1.0,9000.0,9000.0
16948,430196,BISKITOP BISCUIT PISANG 350G,1.0,14250.0,14250.0
5390,0330015,CLUB 600ML,1.0,1200.0,1200.0
5969,0100126,CITRA H&B LST YOUTH60ML,1.0,4435.0,4435.0
5969,0260042,FORMULA TB DSCRY COMFOR,1.0,4800.0,4800.0
4952,0290104,BAYGON BAKAR TRANS 5S,1.0,2150.0,2150.0
1517,0210067,BINTANG BUANA KRETEK 12S,1.0,4200.0,4200.0
1838,0210066,BINTANG BUANA FILTER 12S,1.0,4812.9808,4812.9808
3801,007468,FEMINA NEW,1.0,1000.0,1000.0
3801,0230129,BUKRIM 5000 /550G,1.0,3700.0,3700.0
3801,0070752,PLASTIK ROCKET 1 KG,1.0,2200.0,2200.0
3801,034173,TLULLY,1.0,17500.0,17500.0
3801,0240694,LIFEBUOY SHP TOTALP 85G,1.0,1500.0,1500.0
3801,016787,RITA BEDAK BABY 125GR,1.0,2700.0,2700.0
5532,0210066,BINTANG BUANA FILTER 12S,1.0,4800.168,4800.168
5978,0200200,KOPIKO 150G,1.0,4400.12,4400.12
3305,0070729,COCA COLA 1L,1.0,8500.0,8500.0
3989,0210008,GUDANG GARAM SURYA 16S,1.0,10488.85,10488.85
3989,0120061,POCARI PET 350ML,1.0,4400.0,4400.0
5731,00003,KOREK API SUPER MATCH,1.0,143.75,143.75
3863,0070731,MOTHERLAND ROTI BROWNIES,1.0,8500.12,8500.12
1842,0070657,VITAZONE SIRSAK LEMON350ML,1.0,2200.0,2200.0
1842,0120286,JUS MADU 200ML,1.0,3000.0,3000.0
16555,0070743,RACUN PEMBASMI TIKUS,1.0,14999.95,14999.95
29114,0210066,BINTANG BUANA FILTER 12S,1.0,4700.0,4700.0
41164,4303705,KINDER JOY 20G,1.0,10200.0,10200.0
12031,0210031,DJARUM SUPER 16S,1.0,11000.0,11000.0
4800,0210027,MARLBORO FILTER MERAH20S,1.0,10799.76,10799.76
4800,0210036,LA LIGHTS 16S,1.0,9299.616,9299.616
39644,0330020,AQUA GALON 19L,1.0,10000.29,10000.29
9811,0070735,GAS 3KG,1.0,12999.996,12999.996
23211,4303292,MAMY POKO PANTS L8,1.0,15800.0,15800.0
3864,0210066,BINTANG BUANA FILTER 12S,1.0,4800.168,4800.168
1844,006020,GULA PASIR 1/4KG,1.0,2500.0,2500.0
10113,430186,ROD'S MILD 16,1.0,5500.0,5500.0
5733,0211234,SAMPOERNA KRETEK 12S,1.0,5925.0,5925.0
14763,0070683,AQUA BOX 240ML,1.0,18000.0,18000.0
3312,0110001,MIE SEDAAP GORENG 91G,1.0,1248.0,1248.0
5392,0070772,BISKUIT SELIMUT 14G,1.0,500.0,500.0
5392,028376,PILUS KAPSUL LADA HTM,1.0,500.0125,500.0125
5533,0210022,SAMPOERNA AMILD 16S,1.0,10000.32,10000.32
5533,0210027,MARLBORO FILTER MERAH20S,1.0,10778.584,10778.584
5393,0070708,WALLS MOO MINI 35ML,1.0,1500.0,1500.0
3154,0110048,MI GELAS KARI AYAM 32G,1.0,800.0,800.0
3154,]012519,SPRITE 1L,1.0,8500.0,8500.0
3154,0040126,OREO CHOCO CREME137G,1.0,5800.0,5800.0
23303,0330020,AQUA GALON 19L,1.0,10000.29,10000.29
27962,006021,GULA PASIR 1/2 KG,1.0,5400.0,5400.0
40199,0330020,AQUA GALON 19L,1.0,10000.29,10000.29
3806,0070243,CHARM EXT MAXI 8+1P,1.0,3600.0,3600.0
4953,0120286,JUS MADU 200ML,1.0,3000.0,3000.0
4953,0280250,QTELA KEJU PANGGANG60G,1.0,3000.0,3000.0
4802,0210027,MARLBORO FILTER MERAH20S,1.0,10799.76,10799.76
5981,007448,NASA TISSUE ROLL,1.0,1700.0,1700.0
9812,0070735,GAS 3KG,1.0,12999.996,12999.996
5534,0210042,MARLBORO LIGHTS PUTIH20S,1.0,10799.76,10799.76
3155,0290109,AUTAN WNG LEMBUT 8G/S,1.0,450.0,450.0
1891,0330011,AQUA 600ML 24 D 11000,1.0,1500.0,1500.0
5266,0210009,GUDANG GARAM FILTER 12S,1.0,8299.74,8299.74
5266,0120309,YAKULT,1.0,1300.0,1300.0
3869,0210030,DJARUM SUPER 12S,1.0,8500.016,8500.016
5983,0340044,WALLS POPULAIRE CHO 90ML,1.0,3000.0,3000.0
5535,0210068,NEO MILD 16S,1.0,6457.5,6457.5
3156,0300007,BEAR BRAND SUSU S 189ML,1.0,6500.1175,6500.1175
4302,0130022,FRAIS WELL 1L/REF,1.0,9300.0,9300.0
4302,0060007,GULAKU PREMIUM 1KG,1.0,12500.0,12500.0
4302,0240142,PEPSODENT WHITENING190G,1.0,9400.0,9400.0
4302,0240761,LIFEBOUY BW NATUREPURE 100ML,1.0,4200.0,4200.0
4302,0160373,CB GENT CARE OIL50+50ML,1.0,7500.0,7500.0
4302,0240197,KODOMO STRAWBERY 45GR,1.0,3307.0,3307.0
4302,031194,URANG ARING SHAMP 635ML,1.0,15000.0,15000.0
4302,0120439,BUAVITA ORANGE JUICE 1000ML,1.0,18000.0,18000.0
4302,0200364,YUPI GUMMY TONGUE 10G,1.0,500.0,500.0
3158,0270024,DANCOW BATITA MADU 150GR,1.0,9800.0,9800.0
25371,0200328,MILK CHOCOLATE 16G,1.0,1000.0,1000.0
26181,0210031,DJARUM SUPER 16S,1.0,11200.0,11200.0
11405,0040199,TRENZ CHOCO NUT75G,1.0,3545.4109,3545.4109
29681,0330011,AQUA 600ML 24 D 11000,1.0,1500.0,1500.0
16949,0330020,AQUA GALON 19L,1.0,10000.29,10000.29
4954,0070692,BAGUS NINA NIGHT,1.0,5400.0,5400.0
4954,0210045,LA LIGHTS MENTHOL 16S,1.0,9407.36,9407.36
14765,0120253,FRESTEA FRUTCY MRKISA500ML,1.0,5000.0,5000.0
20152,000330,TANGKAI PEL JAPIT,1.0,10000.0,10000.0
5737,0300254,MILKUAT STRAWBERI 70ML,1.0,1000.0,1000.0
1850,0070719,MOTHERLAND KOTAK/CREAM KEJU,1.0,6500.0,6500.0
4804,0210027,MARLBORO FILTER MERAH20S,1.0,10799.76,10799.76
4804,0200286,SPEARMINT 5S 15G,1.0,2000.0,2000.0
4804,0200244,OKKY JELLY DRINK BLACK CURRANT,1.0,800.0,800.0
5985,0120202,FRESTEA GREEN 250ML,1.0,3000.0,3000.0
1526,0040302,OREO CHOCO CREME29.4G,1.0,1000.0,1000.0
1526,0240138,PEPSODENT GS STRW 50G,1.0,3800.0,3800.0
1526,0240560,FORMULA JUNIOR SOFT,1.0,1500.0,1500.0
5985,0280384,CHEETOS KEJU AMERIKA 48G,1.0,2199.9525,2199.9525
5536,0210022,SAMPOERNA AMILD 16S,1.0,10000.32,10000.32
5536,016,KOREK TOKAI,1.0,2000.05,2000.05
20152,007466,POWER PEL M,1.0,5500.0,5500.0
5267,00001,BAYGON BIRU WATERB 275ML,1.0,17000.0,17000.0
3160,0330020,AQUA GALON 19L,1.0,10000.0,10000.0
5267,0290136,HIT MAT 6S,1.0,1350.0,1350.0
24968,0040027,TANGO WFR VANILLA 80G,1.0,3750.0,3750.0
23212,0120060,POCARI PET 500ML,1.0,6000.0,6000.0
4955,006019,GULA PASIR 1KG,1.0,9800.0,9800.0
24968,0300254,MILKUAT STRAWBERI 70ML,1.0,966.68,966.68
12034,0210070,RED MILD 16S,1.0,6200.0,6200.0
11572,430186,ROD'S MILD 16,1.0,5500.0,5500.0
11572,0070715,BENTOEL SEJATI 12,1.0,5200.0,5200.0
1854,0210014,STAR MILD BIRU 16S,1.0,8900.0,8900.0
5987,0210004,WISMILAK DIPLOMAT 12S,1.0,8764.1025,8764.1025
23305,0210032,DJARUM 76 12S,1.0,5800.0,5800.0
4303,0240694,LIFEBUOY SHP TOTALP 85G,1.0,1500.0,1500.0
16238,0210066,BINTANG BUANA FILTER 12S,1.0,4900.0,4900.0
11407,430186,ROD'S MILD 16,1.0,5500.0,5500.0
5739,0070709,DJARUM BLACK MENTHOL,1.0,9310.336,9310.336
9589,0330020,AQUA GALON 19L,1.0,9997.5,9997.5
4956,0120309,YAKULT,1.0,1300.0,1300.0
5269,0210008,GUDANG GARAM SURYA 16S,1.0,10488.852,10488.852
3807,0120481,MILKUAT ANGGUR 70ML,1.0,1000.0,1000.0
4304,0210035,LA LIGHTS MENTHOL 12S,1.0,6899.96,6899.96
3161,0210027,MARLBORO FILTER MERAH20S,1.0,10799.76,10799.76
3161,0210008,GUDANG GARAM SURYA 16S,1.0,10488.85,10488.85
5537,0120055,BUAVITA JUS LECI 250ML,1.0,3630.0,3630.0
5537,0210027,MARLBORO FILTER MERAH20S,1.0,10778.584,10778.584
4958,0210036,LA LIGHTS 16S,1.0,9299.616,9299.616
5741,0070790,MOTHERLAND BAGELAN JUMBO,1.0,6500.06,6500.06
24968,0340003,WALLS PADDLE CHO MAGMA 60ML,1.0,2000.0,2000.0
14767,0330020,AQUA GALON 19L,1.0,10000.0,10000.0
3315,0230129,BUKRIM 5000 /550G,1.0,3700.0,3700.0
3315,0300254,MILKUAT STRAWBERI 70ML,1.0,1000.0,1000.0
3315,0100119,CITRA H&B LWHT BNG120ML,1.0,6200.0,6200.0
3315,0230009,SUNLIGHT LIME 90ML/R,1.0,950.0,950.0
3315,0240259,FRES&NAT GREEN SOAP80G,1.0,1449.0,1449.0
34443,0120374,NU GREEN TEA ORIGINAL330ML,1.0,3500.0,3500.0
7556,0240100,LUX MAGIC SPELL PURP 85G,1.0,2000.0,2000.0
7556,0240099,LUX SOFT KISS PINK90G,1.0,1650.0,1650.0
7556,0210048,DJI SAM SOE KRETEK 16,1.0,10493.7,10493.7
7556,0240699,SENSODYNE COOL GEL 25G,1.0,4900.0,4900.0
7556,0240161,SUNSILK SHP BS 90ML,1.0,5875.0,5875.0
5989,0240431,HARMONY SOAP MELON 70G,1.0,1300.0,1300.0
